time	noteName	noteMIDI	noteKey	noteOctave
154.715	G	31	7	1
154.993	G#	56	8	3
155.597	B	107	11	7
155.736	F	53	5	3
155.759	D#	39	3	2
155.899	D#	63	3	4
156.201	F	29	5	1
156.224	D#	27	3	1
156.502	D	26	2	1
156.642	D#	27	3	1
156.874	A	57	9	3
156.920	A#	58	10	3
157.246	A#	94	10	6
157.269	F	29	5	1
157.594	A	69	9	4
157.733	G#	56	8	3
157.989	E	28	4	1
158.499	F	29	5	1
158.755	F	41	5	2
158.778	B	47	11	2
158.894	F#	54	6	3
159.219	F	29	5	1
159.242	B	47	11	2
159.498	F#	42	6	2
159.730	F	89	5	6
160.032	D#	63	3	4
160.264	F	41	5	2
160.311	G#	44	8	2
160.589	B	71	11	4
160.705	G#	56	8	3
160.821	A	33	9	1
161.007	G	31	7	1
161.286	G#	44	8	2
161.472	A#	94	10	6
161.727	D	50	2	3
161.820	D#	51	3	3
161.959	D#	51	3	3
162.191	G#	56	8	3
162.447	F	17	5	0
162.493	F#	42	6	2
162.633	D#	-9	3	-2
162.842	C#	61	1	4
163.120	D	26	2	1
163.260	C#	61	1	4
163.399	D	62	2	4
163.561	D	62	2	4
163.724	C#	61	1	4
163.886	C#	61	1	4
164.003	D#	27	3	1
164.235	C#	61	1	4
164.513	C#	61	1	4
164.746	B	47	11	2
164.955	B	47	11	2
165.233	G	55	7	3
165.373	A	57	9	3
165.489	F	29	5	1
165.535	G#	44	8	2
165.651	G#	56	8	3
165.767	B	47	11	2
166.046	G	43	7	2
166.185	F#	54	6	3
166.255	F	53	5	3
166.417	B	47	11	2
166.534	B	47	11	2
166.696	B	47	11	2
166.859	B	47	11	2
166.998	F	53	5	3
167.021	G	43	7	2
167.160	G	55	7	3
167.764	G	43	7	2
167.903	F#	42	6	2
168.205	F#	42	6	2
168.507	C#	61	1	4
168.716	C#	61	1	4
168.763	F	29	5	1
168.995	F#	30	6	1
169.250	F	41	5	2
169.366	F#	30	6	1
169.738	G#	56	8	3
169.993	C#	61	1	4
170.713	F	41	5	2
170.736	C#	49	1	3
170.969	C#	49	1	3
171.085	C#	49	1	3
171.247	C#	37	1	2
171.503	B	35	11	1
171.619	B	35	11	1
171.874	F#	54	6	3
171.967	F#	54	6	3
172.060	F#	54	6	3
172.292	G#	56	8	3
172.524	G	55	7	3
172.594	G#	56	8	3
172.919	G	55	7	3
172.989	G#	56	8	3
173.244	G#	56	8	3
173.476	G#	56	8	3
173.732	G	67	7	4
173.755	D#	51	3	3
173.964	D#	27	3	1
174.196	F	29	5	1
174.219	D#	39	3	2
174.498	G	43	7	2
174.986	G#	56	8	3
175.241	D	62	2	4
175.264	F	29	5	1
175.404	D#	27	3	1
175.729	G#	56	8	3
176.007	G	43	7	2
176.147	F#	54	6	3
176.356	F	53	5	3
176.495	F#	54	6	3
176.565	F#	54	6	3
176.750	C	72	0	5
176.774	F	41	5	2
176.890	B	47	11	2
177.191	B	47	11	2
177.308	B	47	11	2
177.493	G#	56	8	3
177.702	G#	56	8	3
177.958	F#	54	6	3
178.260	G#	68	8	4
178.306	G	43	7	2
178.492	C	60	0	4
178.608	G#	32	8	1
179.003	G#	56	8	3
179.467	G#	56	8	3
179.769	F	53	5	3
179.792	F#	42	6	2
180.001	D#	39	3	2
180.210	F#	54	6	3
180.326	G	55	7	3
180.489	F	41	5	2
180.605	G#	56	8	3
180.860	G#	56	8	3
181.000	G#	56	8	3
181.255	G	55	7	3
181.487	D#	39	3	2
181.603	G#	56	8	3
181.766	G#	56	8	3
181.998	G	55	7	3
182.346	B	47	11	2
182.509	G#	56	8	3
182.764	F#	42	6	2
182.927	F#	54	6	3
183.089	G#	56	8	3
183.252	B	47	11	2
183.484	C	48	0	3
183.507	B	35	11	1
183.972	G	43	7	2
184.250	F	41	5	2
184.320	G#	44	8	2
184.506	G#	32	8	1
184.761	G#	32	8	1
184.970	G	55	7	3
185.017	G#	56	8	3
185.272	G#	56	8	3
185.481	G#	56	8	3
185.760	D#	39	3	2
185.899	G#	56	8	3
186.085	A	57	9	3
186.224	D#	27	3	1
186.503	A	57	9	3
186.526	F#	42	6	2
186.967	G#	92	8	6
186.990	G#	56	8	3
187.246	D#	39	3	2
187.408	B	47	11	2
187.733	G	43	7	2
187.989	F	29	5	1
188.035	E	64	4	4
188.360	C#	61	1	4
188.523	C#	61	1	4
188.639	C#	61	1	4
188.755	C	48	0	3
188.848	B	47	11	2
189.103	B	47	11	2
189.336	G#	56	8	3
189.498	A	45	9	2
189.591	A	57	9	3
189.823	F#	54	6	3
190.032	G#	56	8	3
190.195	A#	34	10	1
190.264	B	47	11	2
190.450	B	47	11	2
190.682	C	48	0	3
190.798	A#	46	10	2
191.007	F	41	5	2
191.054	G	55	7	3
191.240	G	55	7	3
191.727	E	76	4	5
191.750	F#	42	6	2
192.493	F#	30	6	1
192.981	A#	94	10	6
193.236	A#	94	10	6
193.260	F	41	5	2
193.562	F#	42	6	2
193.701	F#	42	6	2
193.887	F	41	5	2
193.980	G	43	7	2
194.142	C#	25	1	1
194.514	C	108	0	8
194.537	C#	109	1	8
194.723	F#	102	6	7
194.769	C#	61	1	4
195.048	C#	49	1	3
195.233	F#	30	6	1
195.512	G	43	7	2
195.651	F#	42	6	2
195.767	E	64	4	4
195.976	F	29	5	1
196.139	D#	63	3	4
196.255	F	41	5	2
196.278	G	55	7	3
196.418	F	41	5	2
196.534	F#	54	6	3
196.719	G	55	7	3
196.882	G#	56	8	3
196.998	G	43	7	2
197.207	F	29	5	1
197.393	A	57	9	3
197.462	G#	56	8	3
197.764	A	57	9	3
197.973	C	48	0	3
198.089	A	57	9	3
198.252	B	47	11	2
198.507	F#	42	6	2
198.949	G#	56	8	3
199.250	F	53	5	3
199.297	E	40	4	2
199.715	E	40	4	2
199.970	F	41	5	2
199.993	E	40	4	2
200.760	A#	46	10	2
200.829	B	47	11	2
201.085	B	47	11	2
201.317	E	76	4	5
201.480	A	93	9	6
201.503	B	47	11	2
201.689	E	40	4	2
201.990	E	40	4	2
202.176	F#	54	6	3
202.246	F	53	5	3
202.408	G	55	7	3
202.455	F#	54	6	3
202.733	B	47	11	2
202.989	C	48	0	3
203.012	G#	56	8	3
203.198	G#	92	8	6
203.430	G#	56	8	3
203.662	G#	56	8	3
203.755	G#	56	8	3
203.964	C#	49	1	3
204.498	A	45	9	2
204.545	D#	63	3	4
204.707	G#	56	8	3
204.916	A	57	9	3
204.986	B	35	11	1
205.264	G	43	7	2
205.473	B	23	11	0
205.729	B	47	11	2
205.845	A	57	9	3
206.007	A	57	9	3
206.031	G#	56	8	3
206.147	G#	56	8	3
206.472	A	57	9	3
206.518	G#	56	8	3
206.750	F#	54	6	3
206.936	G#	56	8	3
207.238	F#	30	6	1
207.494	B	47	11	2
207.633	B	47	11	2
207.981	C	48	0	3
208.051	B	47	11	2
208.260	G#	44	8	2
208.376	F#	42	6	2
208.492	G	43	7	2
208.771	G#	92	8	6
209.003	F	41	5	2
209.049	G#	32	8	1
209.723	C	48	0	3
209.769	B	71	11	4
210.210	G#	56	8	3
210.512	F	41	5	2
210.582	G#	44	8	2
210.698	G#	44	8	2
210.977	G#	44	8	2
211.302	G#	44	8	2
211.418	G#	56	8	3
211.511	G	43	7	2
211.789	C	108	0	8
211.929	A	45	9	2
211.975	G#	68	8	4
212.091	F	65	5	4
212.230	D#	63	3	4
212.370	D#	63	3	4
212.602	D	62	2	4
212.695	D#	63	3	4
212.764	D#	51	3	3
212.927	D	62	2	4
213.206	F	41	5	2
213.229	G#	56	8	3
213.507	D	62	2	4
213.600	D#	63	3	4
213.809	D#	63	3	4
213.972	D#	63	3	4
214.158	F#	66	6	4
214.274	F	41	5	2
214.552	E	64	4	4
214.715	D#	63	3	4
214.947	F	65	5	4
214.970	D#	63	3	4
215.203	D#	63	3	4
215.365	D#	63	3	4
215.574	D#	75	3	5
215.737	C#	49	1	3
215.969	C#	49	1	3
216.201	C#	49	1	3
216.456	C	60	0	4
216.503	C	36	0	2
216.596	F#	54	6	3
216.990	F#	42	6	2
217.246	F	41	5	2
217.339	G	43	7	2
217.525	G	31	7	1
217.687	F#	42	6	2
217.966	F	41	5	2
217.989	F#	30	6	1
218.453	D	98	2	7
218.732	C#	49	1	3
218.941	C#	49	1	3
219.243	C#	37	1	2
219.475	F	29	5	1
219.498	C#	61	1	4
219.730	G	31	7	1
219.893	C#	61	1	4
219.986	F#	30	6	1
220.264	F	29	5	1
220.427	G#	56	8	3
220.752	G#	56	8	3
220.984	C	48	0	3
221.008	E	28	4	1
221.472	G#	56	8	3
221.751	A#	46	10	2
221.820	B	47	11	2
222.006	B	47	11	2
222.215	B	47	11	2
222.494	C	48	0	3
222.517	B	47	11	2
222.656	B	47	11	2
222.981	B	47	11	2
223.260	F	29	5	1
223.330	D#	27	3	1
223.631	C#	61	1	4
223.747	D	62	2	4
224.003	C#	49	1	3
224.096	C#	73	1	5
224.165	C#	61	1	4
224.467	C#	61	1	4
224.653	D	62	2	4
224.746	B	47	11	2
224.955	B	47	11	2
225.234	F#	6	6	-1
225.489	D#	63	3	4
225.582	F	41	5	2
225.675	D#	63	3	4
225.977	F	29	5	1
226.139	F	41	5	2
226.255	F#	42	6	2
226.464	B	35	11	1
226.743	B	47	11	2
226.905	A#	46	10	2
226.998	A	105	9	7
227.068	G	55	7	3
227.370	A	57	9	3
227.416	G#	56	8	3
227.625	A#	70	10	4
227.765	G	43	7	2
227.904	F	29	5	1
227.997	B	71	11	4
228.229	G#	56	8	3
228.508	C#	49	1	3
228.786	F	29	5	1
228.972	F#	42	6	2
229.135	F	29	5	1
229.251	G	43	7	2
229.506	A	57	9	3
229.715	B	47	11	2
229.924	C	48	0	3
229.994	F	29	5	1
230.063	G	55	7	3
230.458	G	55	7	3
230.737	F	41	5	2
230.760	F#	54	6	3
230.876	G#	56	8	3
231.015	B	47	11	2
231.248	B	47	11	2
231.503	F#	42	6	2
231.991	B	59	11	3
232.246	F	29	5	1
232.269	G#	44	8	2
232.385	G	55	7	3
232.710	A	57	9	3
232.734	G#	56	8	3
232.989	G#	44	8	2
233.221	G#	56	8	3
233.477	G	43	7	2
233.546	G#	56	8	3
233.755	F	53	5	3
233.779	G#	56	8	3
233.918	D#	39	3	2
234.220	A	57	9	3
234.243	D#	39	3	2
234.498	G	43	7	2
234.591	G#	56	8	3
234.847	F#	54	6	3
234.940	G#	56	8	3
235.265	F	41	5	2
235.311	G#	44	8	2
235.427	G#	44	8	2
235.659	G#	44	8	2
235.961	A	57	9	3
235.984	F#	54	6	3
236.286	A	57	9	3
236.379	A#	82	10	5
236.449	G	43	7	2
236.751	D	50	2	3
236.844	D#	51	3	3
236.913	G#	56	8	3
237.238	A	57	9	3
237.331	A#	94	10	6
237.494	G	55	7	3
237.633	D#	39	3	2
237.981	D#	39	3	2
238.260	C#	61	1	4
238.376	F#	42	6	2
238.608	G	43	7	2
238.678	F	41	5	2
238.980	F	41	5	2
239.003	G#	56	8	3
239.328	A	57	9	3
239.398	G#	56	8	3
239.723	C#	49	1	3
239.839	C#	49	1	3
239.955	C#	49	1	3
240.257	C#	49	1	3
240.489	D	62	2	4
240.512	G	43	7	2
240.791	C#	49	1	3
240.977	C#	37	1	2
241.255	F	41	5	2
241.371	G	43	7	2
241.441	F#	42	6	2
241.697	F#	42	6	2
241.998	A#	94	10	6
242.022	F#	30	6	1
242.741	C#	37	1	2
242.927	C#	37	1	2
243.043	C#	49	1	3
243.229	C#	37	1	2
243.508	F#	42	6	2
243.740	F#	102	6	7
243.763	F	29	5	1
243.902	A#	70	10	4
244.019	F#	42	6	2
244.274	G	31	7	1
244.413	G#	56	8	3
245.017	F	-19	5	-3
245.760	F#	42	6	2
246.248	B	47	11	2
246.503	B	47	11	2
246.875	C	48	0	3
246.991	A	45	9	2
247.037	G	43	7	2
247.246	D#	39	3	2
247.409	F	41	5	2
247.525	B	47	11	2
247.757	E	64	4	4
247.989	C#	1	1	-1
248.105	G#	56	8	3
248.477	G#	56	8	3
248.732	A	57	9	3
248.755	G#	68	8	4
248.895	B	59	11	3
249.173	C	36	0	2
249.220	B	35	11	1
249.498	A#	70	10	4
249.568	G#	92	8	6
249.707	B	35	11	1
249.986	G#	56	8	3
250.241	F	29	5	1
250.265	F	29	5	1
250.427	D#	27	3	1
250.752	E	40	4	2
251.008	G#	68	8	4
251.101	E	28	4	1
251.472	G#	44	8	2
251.588	E	52	4	3
251.751	A#	70	10	4
251.774	G#	56	8	3
251.890	B	47	11	2
252.215	A#	46	10	2
252.308	B	47	11	2
252.494	F#	66	6	4
252.610	D#	63	3	4
252.912	F	29	5	1
252.981	G	43	7	2
253.260	D	62	2	4
253.283	G	43	7	2
253.608	B	47	11	2
253.841	B	47	11	2
254.003	D	38	2	2
254.096	G#	56	8	3
254.398	C#	97	1	7
254.514	G#	44	8	2
254.746	G	43	7	2
254.816	G	43	7	2
254.955	F#	30	6	1
255.211	F	29	5	1
255.280	G	31	7	1
255.489	C	48	0	3
255.605	B	47	11	2
255.721	B	47	11	2
255.977	B	47	11	2
256.255	G#	44	8	2
256.441	B	47	11	2
256.720	A#	58	10	3
256.766	B	47	11	2
256.998	A#	58	10	3
257.486	B	59	11	3
257.765	F	53	5	3
257.811	G#	92	8	6
257.927	D#	39	3	2
258.252	F#	42	6	2
258.485	C	60	0	4
258.508	C#	61	1	4
258.670	B	71	11	4
258.879	B	71	11	4
258.995	F#	42	6	2
259.251	A#	34	10	1
259.390	D#	75	3	5
259.553	F#	66	6	4
259.692	D#	63	3	4
259.994	G	67	7	4
260.017	G#	56	8	3
260.180	G#	44	8	2
260.481	G#	56	8	3
260.760	D#	51	3	3
260.830	D#	51	3	3
260.946	D#	51	3	3
261.224	F#	78	6	5
261.503	A#	94	10	6
261.526	G	43	7	2
261.735	G#	44	8	2
261.968	C	48	0	3
261.991	G#	56	8	3
262.246	G#	56	8	3
262.432	F	29	5	1
262.455	G#	44	8	2
262.711	A#	70	10	4
262.989	G#	44	8	2
263.105	A#	58	10	3
263.198	G	31	7	1
263.477	A#	58	10	3
263.570	G#	56	8	3
263.755	F#	42	6	2
263.895	D#	51	3	3
263.964	A#	58	10	3
264.243	D#	39	3	2
264.499	A	57	9	3
264.591	G#	92	8	6
264.707	G#	56	8	3
264.986	A	57	9	3
265.009	E	64	4	4
265.265	F#	42	6	2
265.451	F	41	5	2
265.474	F#	42	6	2
265.729	F	41	5	2
266.008	G#	56	8	3
266.101	G#	56	8	3
266.194	F#	42	6	2
266.495	F#	42	6	2
266.612	C#	13	1	0
266.728	F	53	5	3
266.751	C#	49	1	3
266.913	C#	49	1	3
267.192	F#	78	6	5
267.215	C#	49	1	3
267.494	F#	42	6	2
267.610	F#	42	6	2
267.958	F#	42	6	2
268.237	C	48	0	3
268.260	F#	42	6	2
268.376	F	41	5	2
268.701	F	41	5	2
268.771	F#	42	6	2
269.003	F	41	5	2
269.073	F#	30	6	1
269.514	F#	30	6	1
269.746	F	29	5	1
269.769	C#	37	1	2
270.071	C#	49	1	3
270.234	C#	37	1	2
270.489	C#	1	1	-1
270.605	F#	78	6	5
270.884	G	31	7	1
271.023	C#	37	1	2
271.256	G	91	7	6
271.279	G#	92	8	6
271.418	B	47	11	2
271.604	F	29	5	1
271.743	B	47	11	2
271.999	F	41	5	2
272.091	A#	58	10	3
272.486	B	59	11	3
272.765	F	29	5	1
272.811	B	47	11	2
272.974	C	48	0	3
273.043	B	47	11	2
273.299	B	47	11	2
273.508	F#	42	6	2
273.624	B	47	11	2
273.995	G	43	7	2
274.088	B	35	11	1
274.251	C	36	0	2
274.297	E	52	4	3
274.437	G#	56	8	3
274.530	F	29	5	1
274.808	E	64	4	4
274.994	E	76	4	5
275.110	E	28	4	1
275.760	F	17	5	0
275.807	F	41	5	2
275.923	B	47	11	2
276.248	B	47	11	2
276.434	A#	46	10	2
276.503	C	48	0	3
276.619	E	40	4	2
276.991	E	40	4	2
277.246	A#	46	10	2
277.339	B	47	11	2
277.595	A#	58	10	3
277.711	B	47	11	2
277.989	C	48	0	3
278.013	C	48	0	3
278.129	B	35	11	1
278.407	B	47	11	2
278.593	F#	78	6	5
278.756	G	43	7	2
278.825	G	43	7	2
279.011	F#	66	6	4
279.174	F#	30	6	1
279.499	A	57	9	3
279.522	F#	42	6	2
279.986	F#	30	6	1
280.265	A#	46	10	2
280.358	C	48	0	3
280.474	A#	34	10	1
280.729	G#	56	8	3
281.008	A	45	9	2
281.054	B	35	11	1
281.472	G	43	7	2
281.751	A#	46	10	2
281.844	C#	85	1	6
282.239	B	35	11	1
282.494	F	29	5	1
282.540	G#	44	8	2
282.726	B	23	11	0
282.982	A	57	9	3
283.005	F#	54	6	3
283.260	G	43	7	2
283.400	A	45	9	2
283.492	G#	32	8	1
283.725	A#	58	10	3
284.003	A	57	9	3
284.096	A#	58	10	3
284.468	A#	58	10	3
284.584	G	31	7	1
284.723	A	45	9	2
284.770	D#	39	3	2
284.886	D#	39	3	2
285.187	G	79	7	5
285.211	A#	94	10	6
285.489	F	41	5	2
285.582	D#	39	3	2
285.977	D#	39	3	2
286.232	A	57	9	3
286.256	F#	42	6	2
286.418	G#	56	8	3
286.511	G#	44	8	2
286.766	G#	44	8	2
286.999	G#	44	8	2
287.115	G#	44	8	2
287.742	F	53	5	3
287.765	D#	51	3	3
287.881	D#	51	3	3
287.997	D#	51	3	3
288.229	A#	94	10	6
288.508	A#	10	10	-1
288.578	D#	27	3	1
288.972	D#	27	3	1
289.251	F	41	5	2
289.274	G#	44	8	2
289.390	F	41	5	2
289.506	F#	42	6	2
289.762	F#	42	6	2
289.994	A	57	9	3
290.087	F#	102	6	7
290.505	A#	58	10	3
290.575	A#	58	10	3
290.737	C	48	0	3
290.830	C	48	0	3
290.900	C#	49	1	3
291.178	G#	44	8	2
291.294	C	48	0	3
291.503	C#	37	1	2
291.619	C#	37	1	2
291.921	C#	37	1	2
292.037	C	36	0	2
292.246	F	41	5	2
292.316	F#	42	6	2
292.455	F#	42	6	2
292.966	A	117	9	8
292.989	C#	85	1	6
293.756	G	43	7	2
293.941	C#	49	1	3
294.058	C#	49	1	3
294.499	G	43	7	2
295.265	A	45	9	2
295.404	G#	44	8	2
295.985	F	41	5	2
296.008	G	43	7	2
296.728	D#	51	3	3
297.494	F	53	5	3
297.517	G	43	7	2
